Date,District,PM2.5,PM10,NO2,SO2
01/01/2014,Kolkata,110.00,181.97,70.07,9.26
02/01/2014,Kolkata,162.00,302.66,105.22,14.71
03/01/2014,Kolkata,-1,274.79,158.91,8.33
04/01/2014,Kolkata,118.00,245.71,101.36,11.50
05/01/2014,Kolkata,155.00,236.79,78.69,13.20
06/01/2014,Kolkata,-1,208.48,107.62,8.61
07/01/2014,Kolkata,115.00,245.50,92.52,12.03
08/01/2014,Kolkata,147.00,268.00,92.66,12.61
09/01/2014,Kolkata,-1,176.37,71.24,5.26
10/01/2014,Kolkata,127.00,217.56,79.35,12.43
11/01/2014,Kolkata,142.00,268.42,96.83,12.92
12/01/2014,Kolkata,-1,248.73,128.52,7.63
13/01/2014,Kolkata,-1,156.48,56.57,7.36
14/01/2014,Kolkata,-1,167.58,67.44,8.62
15/01/2014,Kolkata,119.00,198.30,86.52,12.03
16/01/2014,Kolkata,148.00,212.70,79.08,14.76
17/01/2014,Kolkata,-1,152.37,42.26,4.77
18/01/2014,Kolkata,125.00,201.12,71.55,12.44
19/01/2014,Kolkata,159.00,253.23,88.18,13.89
20/01/2014,Kolkata,-1,206.91,123.46,8.01
21/01/2014,Kolkata,-1,226.40,107.35,8.93
22/01/2014,Kolkata,-1,132.47,50.57,7.84
23/01/2014,Kolkata,111.00,185.27,68.63,12.54
24/01/2014,Kolkata,150.00,268.22,87.49,12.77
25/01/2014,Kolkata,-1,267.71,172.69,10.69
26/01/2014,Kolkata,130.00,238.83,86.22,12.44
27/01/2014,Kolkata,146.00,225.43,84.03,13.54
28/01/2014,Kolkata,-1,125.15,56.91,8.55
29/01/2014,Kolkata,97.00,177.88,66.20,11.88
30/01/2014,Kolkata,133.00,236.30,69.13,40.42
31/01/2014,Kolkata,-1,218.31,104.98,9.90
01/02/2014,Kolkata,140.00,249.42,79.94,11.53
02/02/2014,Kolkata,-1,244.40,66.17,10.16
03/02/2014,Kolkata,-1,180.85,69.78,13.72
04/02/2014,Kolkata,94.00,177.88,66.07,8.97
05/02/2014,Kolkata,-1,220.67,77.20,8.33
06/02/2014,Kolkata,-1,184.74,86.98,8.68
07/02/2014,Kolkata,-1,182.96,85.11,21.79
08/02/2014,Kolkata,-1,222.50,75.77,12.26
09/02/2014,Kolkata,124.00,214.80,66.36,11.97
10/02/2014,Kolkata,-1,167.24,61.36,13.72
11/02/2014,Kolkata,-1,196.37,60.13,11.85
12/02/2014,Kolkata,91.00,147.38,52.69,8.32
13/02/2014,Kolkata,112.00,194.01,56.80,9.60
14/02/2014,Kolkata,-1,168.86,77.33,14.21
15/02/2014,Kolkata,128.00,196.84,59.83,9.78
16/02/2014,Kolkata,123.00,187.12,55.80,9.03
17/02/2014,Kolkata,-1,122.49,31.89,8.68
18/02/2014,Kolkata,-1,41.47,31.31,4.65
19/02/2014,Kolkata,-1,127.13,70.11,8.60
20/02/2014,Kolkata,92.00,156.36,60.58,7.65
21/02/2014,Kolkata,119.00,205.66,66.93,8.36
22/02/2014,Kolkata,-1,222.24,105.37,10.12
23/02/2014,Kolkata,134.00,210.25,74.25,12.68
24/02/2014,Kolkata,128.00,184.13,66.47,12.21
25/02/2014,Kolkata,-1,133.56,43.49,8.03
26/02/2014,Kolkata,-1,156.14,40.99,11.91
27/02/2014,Kolkata,92.00,171.64,64.33,8.75
28/02/2014,Kolkata,113.00,183.12,59.26,8.14
01/03/2014,Kolkata,-1,157.85,63.21,11.59
02/03/2014,Kolkata,51.00,98.07,44.95,7.03
03/03/2014,Kolkata,81.00,127.67,45.95,8.23
04/03/2014,Kolkata,-1,97.58,36.36,9.01
05/03/2014,Kolkata,76.00,128.73,55.89,7.81
06/03/2014,Kolkata,97.00,133.69,48.13,8.41
07/03/2014,Kolkata,-1,113.36,72.98,9.07
08/03/2014,Kolkata,98.00,177.29,69.31,9.17
09/03/2014,Kolkata,110.00,176.78,71.64,10.89
10/03/2014,Kolkata,-1,138.64,53.50,11.79
11/03/2014,Kolkata,-1,130.67,44.04,12.31
12/03/2014,Kolkata,91.00,160.75,61.08,8.20
13/03/2014,Kolkata,94.00,169.35,61.01,10.63
14/03/2014,Kolkata,-1,110.75,57.60,22.50
15/03/2014,Kolkata,103.00,167.80,67.61,12.26
16/03/2014,Kolkata,106.00,168.11,57.19,7.24
17/03/2014,Kolkata,-1,163.36,57.78,14.53
18/03/2014,Kolkata,-1,153.97,44.48,13.76
19/03/2014,Kolkata,-1,95.86,30.95,14.00
20/03/2014,Kolkata,59.00,105.78,38.25,8.19
21/03/2014,Kolkata,91.00,145.17,40.48,9.34
22/03/2014,Kolkata,-1,133.20,36.21,7.73
23/03/2014,Kolkata,80.00,151.18,43.77,8.21
24/03/2014,Kolkata,60.00,112.49,35.30,8.45
25/03/2014,Kolkata,-1,55.39,17.01,3.14
26/03/2014,Kolkata,54.00,89.76,35.26,4.79
27/03/2014,Kolkata,67.00,114.48,38.50,4.47
28/03/2014,Kolkata,-1,87.02,23.37,5.64
29/03/2014,Kolkata,-1,75.95,35.80,5.88
30/03/2014,Kolkata,82.00,133.29,41.11,7.87
31/03/2014,Kolkata,-1,119.67,40.67,13.05
01/04/2014,Kolkata,52.00,109.05,39.84,5.89
02/04/2014,Kolkata,78.00,135.22,38.50,8.64
03/04/2014,Kolkata,-1,126.76,28.68,9.09
04/04/2014,Kolkata,-1,102.09,33.58,4.94
05/04/2014,Kolkata,57.00,103.95,29.04,7.39
06/04/2014,Kolkata,-1,73.21,19.40,4.04
07/04/2014,Kolkata,-1,117.75,45.09,9.00
08/04/2014,Kolkata,-1,100.20,23.73,8.09
09/04/2014,Kolkata,40.00,75.58,28.53,6.95
10/04/2014,Kolkata,61.00,84.18,25.52,6.43
11/04/2014,Kolkata,-1,92.13,20.08,10.46
12/04/2014,Kolkata,75.00,130.23,35.41,8.05
13/04/2014,Kolkata,79.00,121.75,35.31,8.19
14/04/2014,Kolkata,-1,107.97,36.63,15.82
15/04/2014,Kolkata,44.00,93.11,26.68,6.35
16/04/2014,Kolkata,59.00,91.02,28.75,7.44
17/04/2014,Kolkata,-1,94.31,30.22,11.24
18/04/2014,Kolkata,-1,82.46,29.56,13.81
19/04/2014,Kolkata,40.00,96.22,37.94,7.53
20/04/2014,Kolkata,-1,110.83,31.04,10.97
21/04/2014,Kolkata,-1,138.69,39.98,27.72
22/04/2014,Kolkata,-1,80.77,27.46,20.04
23/04/2014,Kolkata,68.00,132.88,43.13,11.81
24/04/2014,Kolkata,83.00,134.18,37.02,9.63
25/04/2014,Kolkata,-1,110.21,41.86,8.92
26/04/2014,Kolkata,-1,111.34,38.27,6.13
27/04/2014,Kolkata,58.00,108.01,26.89,4.51
28/04/2014,Kolkata,52.00,87.22,23.47,5.89
29/04/2014,Kolkata,-1,69.67,15.71,4.22
30/04/2014,Kolkata,-1,67.64,23.82,7.22
01/05/2014,Kolkata,35.00,67.94,22.42,8.21
02/05/2014,Kolkata,37.00,80.50,22.21,3.87
03/05/2014,Kolkata,-1,72.59,10.24,6.77
04/05/2014,Kolkata,40.00,79.99,36.68,4.87
05/05/2014,Kolkata,42.00,60.45,29.76,3.76
06/05/2014,Kolkata,-1,41.24,23.55,8.00
07/05/2014,Kolkata,62.00,102.71,39.25,7.20
08/05/2014,Kolkata,38.00,59.08,25.74,5.83
09/05/2014,Kolkata,-1,41.78,19.09,9.29
10/05/2014,Kolkata,32.00,51.09,33.27,5.40
11/05/2014,Kolkata,34.00,56.96,34.51,6.98
12/05/2014,Kolkata,-1,72.48,30.42,18.52
13/05/2014,Kolkata,-1,42.92,14.69,6.50
14/05/2014,Kolkata,-1,68.97,13.49,7.71
15/05/2014,Kolkata,26.00,64.36,25.24,4.53
16/05/2014,Kolkata,37.00,73.77,34.02,5.14
17/05/2014,Kolkata,-1,92.00,28.15,12.32
18/05/2014,Kolkata,45.00,73.14,19.82,5.04
19/05/2014,Kolkata,33.00,70.23,22.33,6.02
20/05/2014,Kolkata,-1,83.65,16.89,12.89
21/05/2014,Kolkata,32.00,73.36,24.35,4.91
22/05/2014,Kolkata,46.00,83.67,25.41,5.16
23/05/2014,Kolkata,-1,85.29,16.43,7.65
24/05/2014,Kolkata,28.00,66.53,19.98,4.46
25/05/2014,Kolkata,34.00,50.13,19.06,3.70
26/05/2014,Kolkata,-1,27.41,11.71,6.09
27/05/2014,Kolkata,19.00,38.12,17.19,4.28
28/05/2014,Kolkata,18.00,32.83,23.74,3.86
29/05/2014,Kolkata,-1,29.06,20.05,5.29
30/05/2014,Kolkata,47.00,93.45,26.47,6.18
31/05/2014,Kolkata,43.00,66.98,19.86,5.48
01/06/2014,Kolkata,-1,51.67,14.82,6.77
02/06/2014,Kolkata,-1,52.14,27.86,7.34
03/06/2014,Kolkata,-1,61.10,19.37,7.12
04/06/2014,Kolkata,49.00,82.94,22.22,4.68
05/06/2014,Kolkata,24.00,53.16,24.95,3.71
06/06/2014,Kolkata,-1,52.31,16.16,6.12
07/06/2014,Kolkata,31.00,67.75,21.41,4.23
08/06/2014,Kolkata,29.00,60.81,19.92,3.72
09/06/2014,Kolkata,-1,54.44,15.33,8.89
10/06/2014,Kolkata,101.00,99.06,25.63,4.65
11/06/2014,Kolkata,24.00,60.13,23.91,3.72
12/06/2014,Kolkata,-1,62.95,25.61,4.96
13/06/2014,Kolkata,38.00,70.48,25.10,3.60
14/06/2014,Kolkata,40.00,80.00,26.41,3.92
15/06/2014,Kolkata,-1,90.79,18.23,7.83
16/06/2014,Kolkata,-1,81.41,24.74,9.74
17/06/2014,Kolkata,-1,66.98,20.03,9.93
18/06/2014,Kolkata,52.00,85.60,33.88,5.16
19/06/2014,Kolkata,49.00,80.41,39.65,6.26
20/06/2014,Kolkata,-1,63.89,42.34,5.46
21/06/2014,Kolkata,41.00,75.55,36.49,4.29
22/06/2014,Kolkata,35.00,61.67,32.54,5.41
23/06/2014,Kolkata,-1,35.55,20.34,7.32
24/06/2014,Kolkata,-1,39.51,21.50,7.05
25/06/2014,Kolkata,-1,38.31,20.65,7.41
26/06/2014,Kolkata,56.00,81.56,29.96,3.76
27/06/2014,Kolkata,38.00,69.17,29.36,5.16
28/06/2014,Kolkata,-1,75.09,36.61,7.79
29/06/2014,Kolkata,35.00,71.98,22.84,4.24
30/06/2014,Kolkata,43.00,80.29,21.79,3.59
01/07/2014,Kolkata,-1,77.46,19.06,8.43
02/07/2014,Kolkata,51.00,97.88,27.89,5.35
03/07/2014,Kolkata,26.00,53.06,22.92,4.14
04/07/2014,Kolkata,-1,69.96,33.64,7.26
05/07/2014,Kolkata,63.00,92.05,32.62,5.35
06/07/2014,Kolkata,31.00,57.06,34.24,6.14
07/07/2014,Kolkata,-1,101.89,20.22,8.16
08/07/2014,Kolkata,29.00,69.67,30.00,2.08
09/07/2014,Kolkata,27.00,61.25,26.63,2.00
10/07/2014,Kolkata,-1,-1,-1,-1
11/07/2014,Kolkata,38.00,81.20,20.70,2.00
12/07/2014,Kolkata,25.00,62.42,18.46,2.00
13/07/2014,Kolkata,-1,36.67,30.33,2.00
14/07/2014,Kolkata,-1,-1,-1,-1
15/07/2014,Kolkata,-1,-1,-1,-1
16/07/2014,Kolkata,25.00,50.25,14.42,2.00
17/07/2014,Kolkata,16.00,33.80,15.73,2.00
18/07/2014,Kolkata,-1,-1,-1,-1
19/07/2014,Kolkata,31.00,64.00,27.93,2.50
20/07/2014,Kolkata,35.00,69.33,28.04,2.67
21/07/2014,Kolkata,-1,-1,-1,-1
22/07/2014,Kolkata,-1,-1,-1,-1
23/07/2014,Kolkata,17.00,33.13,21.13,2.00
24/07/2014,Kolkata,35.00,70.67,23.92,2.42
25/07/2014,Kolkata,-1,65.82,37.85,14.22
26/07/2014,Kolkata,-1,86.14,43.91,12.77
27/07/2014,Kolkata,38.00,81.12,30.10,7.56
28/07/2014,Kolkata,27.00,56.83,25.93,6.52
29/07/2014,Kolkata,-1,25.47,13.76,14.05
30/07/2014,Kolkata,-1,27.77,18.08,12.00
31/07/2014,Kolkata,23.00,37.27,19.47,6.10
01/08/2014,Kolkata,21.00,31.34,19.26,4.91
02/08/2014,Kolkata,-1,32.86,22.44,12.83
03/08/2014,Kolkata,30.00,50.71,33.14,6.48
04/08/2014,Kolkata,33.00,65.61,29.89,6.58
05/08/2014,Kolkata,-1,21.63,14.02,9.92
06/08/2014,Kolkata,24.00,37.88,23.95,5.57
07/08/2014,Kolkata,21.00,42.69,36.01,4.07
08/08/2014,Kolkata,-1,73.11,70.56,12.35
09/08/2014,Kolkata,28.00,64.91,51.45,5.88
10/08/2014,Kolkata,18.00,55.71,40.54,5.52
11/08/2014,Kolkata,-1,35.15,38.53,12.62
12/08/2014,Kolkata,17.00,42.93,30.50,5.90
13/08/2014,Kolkata,28.00,60.03,30.36,6.08
14/08/2014,Kolkata,-1,68.60,34.74,12.22
15/08/2014,Kolkata,39.00,64.11,38.80,5.34
16/08/2014,Kolkata,22.00,53.43,37.30,5.20
17/08/2014,Kolkata,-1,54.12,41.83,11.38
18/08/2014,Kolkata,-1,52.31,53.29,10.99
19/08/2014,Kolkata,-1,69.18,50.50,14.35
20/08/2014,Kolkata,28.00,53.81,32.95,5.44
21/08/2014,Kolkata,32.00,61.98,35.30,4.63
22/08/2014,Kolkata,-1,38.86,36.23,5.78
23/08/2014,Kolkata,44.00,71.75,49.90,5.20
24/08/2014,Kolkata,28.00,58.90,35.05,5.67
25/08/2014,Kolkata,-1,54.15,23.04,10.08
26/08/2014,Kolkata,-1,48.68,20.61,10.89
27/08/2014,Kolkata,-1,37.87,32.71,8.60
28/08/2014,Kolkata,21.00,51.59,34.02,6.00
29/08/2014,Kolkata,26.00,41.30,26.58,5.24
30/08/2014,Kolkata,-1,28.26,15.51,11.64
31/08/2014,Kolkata,19.00,33.98,24.11,4.79
01/09/2014,Kolkata,23.00,33.21,23.51,5.05
02/09/2014,Kolkata,-1,19.59,13.14,7.93
03/09/2014,Kolkata,-1,25.40,17.47,9.43
04/09/2014,Kolkata,27.00,35.67,24.04,4.40
05/09/2014,Kolkata,20.00,41.15,25.58,5.31
06/09/2014,Kolkata,-1,36.10,26.25,8.54
07/09/2014,Kolkata,30.00,43.66,24.31,5.68
08/09/2014,Kolkata,15.00,30.03,19.44,4.73
09/09/2014,Kolkata,-1,29.23,12.82,11.39
10/09/2014,Kolkata,28.00,48.94,28.51,5.15
11/09/2014,Kolkata,26.00,65.10,36.01,8.44
12/09/2014,Kolkata,-1,51.31,40.56,12.00
13/09/2014,Kolkata,30.00,48.42,24.69,5.00
14/09/2014,Kolkata,20.00,34.06,26.99,2.89
15/09/2014,Kolkata,-1,26.45,29.71,6.46
16/09/2014,Kolkata,18.00,33.07,22.72,2.84
17/09/2014,Kolkata,18.00,37.82,24.78,3.09
18/09/2014,Kolkata,-1,34.51,26.96,4.19
19/09/2014,Kolkata,27.00,44.39,21.09,2.85
20/09/2014,Kolkata,15.00,27.33,28.93,2.72
21/09/2014,Kolkata,-1,17.65,17.69,5.37
22/09/2014,Kolkata,-1,22.78,21.31,5.16
23/09/2014,Kolkata,-1,17.31,17.06,4.81
24/09/2014,Kolkata,33.00,53.68,46.69,4.85
25/09/2014,Kolkata,41.00,68.74,41.32,6.40
26/09/2014,Kolkata,-1,66.51,44.75,12.70
27/09/2014,Kolkata,39.00,70.45,37.16,4.59
28/09/2014,Kolkata,36.00,64.63,38.07,5.42
29/09/2014,Kolkata,-1,129.02,61.20,22.38
30/09/2014,Kolkata,-1,108.47,36.60,22.29
01/10/2014,Kolkata,-1,132.97,48.97,18.09
02/10/2014,Kolkata,-1,127.52,60.67,22.35
03/10/2014,Kolkata,61.00,135.07,74.82,15.26
04/10/2014,Kolkata,-1,111.69,68.50,13.81
05/10/2014,Kolkata,-1,109.41,64.61,15.22
06/10/2014,Kolkata,52.00,113.23,62.97,14.47
07/10/2014,Kolkata,25.00,75.43,35.63,9.11
08/10/2014,Kolkata,-1,57.31,36.41,6.49
09/10/2014,Kolkata,45.00,87.08,47.39,9.47
10/10/2014,Kolkata,-1,111.21,54.27,9.82
11/10/2014,Kolkata,36.00,81.25,44.90,9.18
12/10/2014,Kolkata,24.00,45.71,26.37,6.07
13/10/2014,Kolkata,-1,33.70,22.35,4.98
14/10/2014,Kolkata,13.00,30.59,20.12,6.77
15/10/2014,Kolkata,17.00,31.93,25.29,6.22
16/10/2014,Kolkata,-1,37.74,31.25,4.76
17/10/2014,Kolkata,27.00,62.15,40.94,9.23
18/10/2014,Kolkata,-1,83.68,45.06,5.96
19/10/2014,Kolkata,-1,85.52,44.99,11.18
20/10/2014,Kolkata,32.00,96.59,54.81,8.82
21/10/2014,Kolkata,-1,108.81,51.76,10.78
22/10/2014,Kolkata,60.00,132.89,67.77,8.88
23/10/2014,Kolkata,68.00,114.22,67.29,8.19
24/10/2014,Kolkata,-1,140.45,64.38,13.43
25/10/2014,Kolkata,175.00,324.90,78.56,18.55
26/10/2014,Kolkata,107.00,212.70,80.90,15.34
27/10/2014,Kolkata,-1,127.92,50.97,11.39
28/10/2014,Kolkata,38.00,98.08,46.25,10.36
29/10/2014,Kolkata,-1,122.83,61.24,11.80
30/10/2014,Kolkata,70.00,129.42,54.82,9.88
31/10/2014,Kolkata,69.00,144.75,64.34,10.86
01/11/2014,Kolkata,-1,130.11,51.42,7.10
02/11/2014,Kolkata,91.00,175.42,66.37,11.73
03/11/2014,Kolkata,-1,136.18,64.42,11.56
04/11/2014,Kolkata,57.00,129.07,58.00,11.45
05/11/2014,Kolkata,102.00,188.05,65.02,9.77
06/11/2014,Kolkata,-1,196.04,58.65,10.98
07/11/2014,Kolkata,-1,200.71,60.73,12.67
08/11/2014,Kolkata,74.00,136.51,64.06,13.59
09/11/2014,Kolkata,46.00,102.31,63.43,9.80
10/11/2014,Kolkata,-1,94.14,50.88,8.18
11/11/2014,Kolkata,68.00,98.43,52.42,8.45
12/11/2014,Kolkata,-1,154.49,68.27,8.33
13/11/2014,Kolkata,94.00,184.52,78.32,10.35
14/11/2014,Kolkata,102.00,216.76,96.14,14.27
15/11/2014,Kolkata,-1,174.68,81.96,11.46
16/11/2014,Kolkata,-1,243.96,107.07,13.19
17/11/2014,Kolkata,132.00,257.50,109.88,17.54
18/11/2014,Kolkata,-1,226.91,87.77,9.51
19/11/2014,Kolkata,119.00,235.59,86.52,13.48
20/11/2014,Kolkata,109.00,223.09,81.96,14.38
21/11/2014,Kolkata,-1,237.71,75.95,21.25
22/11/2014,Kolkata,91.00,215.88,104.54,15.76
23/11/2014,Kolkata,127.00,242.24,93.92,11.17
24/11/2014,Kolkata,-1,268.17,115.28,18.06
25/11/2014,Kolkata,120.00,249.35,109.13,11.99
26/11/2014,Kolkata,-1,261.26,107.98,17.45
27/11/2014,Kolkata,136.00,223.49,82.97,10.12
28/11/2014,Kolkata,129.00,266.17,120.15,12.96
29/11/2014,Kolkata,-1,283.18,120.51,13.76
30/11/2014,Kolkata,-1,293.21,128.51,16.14
01/12/2014,Kolkata,132.00,280.33,142.30,12.52
02/12/2014,Kolkata,-1,285.06,120.35,13.95
03/12/2014,Kolkata,137.00,310.89,106.57,12.24
04/12/2014,Kolkata,127.00,234.83,87.83,10.06
05/12/2014,Kolkata,-1,277.15,150.68,14.40
06/12/2014,Kolkata,149.00,312.34,113.70,13.72
07/12/2014,Kolkata,142.00,251.86,125.32,9.89
08/12/2014,Kolkata,-1,200.24,102.26,11.94
09/12/2014,Kolkata,92.00,194.38,78.98,9.60
10/12/2014,Kolkata,139.00,232.36,115.69,11.93
11/12/2014,Kolkata,-1,279.31,137.03,11.83
12/12/2014,Kolkata,167.00,294.98,129.79,12.81
13/12/2014,Kolkata,133.00,235.55,76.81,11.29
14/12/2014,Kolkata,-1,196.79,78.84,10.88
15/12/2014,Kolkata,-1,205.20,95.40,13.26
16/12/2014,Kolkata,133.00,180.76,78.59,11.07
17/12/2014,Kolkata,-1,209.29,118.51,10.26
18/12/2014,Kolkata,-1,160.03,77.48,9.70
19/12/2014,Kolkata,110.00,179.67,80.87,8.51
20/12/2014,Kolkata,-1,174.99,92.59,7.25
21/12/2014,Kolkata,140.00,204.61,82.57,10.96
22/12/2014,Kolkata,132.00,212.48,109.46,14.80
23/12/2014,Kolkata,-1,152.25,77.14,9.66
24/12/2014,Kolkata,-1,211.64,104.65,10.94
25/12/2014,Kolkata,140.00,242.66,160.58,14.96
26/12/2014,Kolkata,157.00,233.79,114.51,12.10
27/12/2014,Kolkata,-1,209.36,98.96,11.99
28/12/2014,Kolkata,117.00,218.06,99.72,11.96
29/12/2014,Kolkata,170.00,256.23,107.08,11.98
30/12/2014,Kolkata,-1,203.49,110.87,10.20
31/12/2014,Kolkata,144.00,268.25,138.49,14.87
